,company_brand,founded,headquarter,sector,about_company,founders,investor,amount,series,year
1590,MobiGarage,2017,Delhi,Business-to-Business E-commerce,An ecommerce platform for refurbished electronics.,"Vaibhav Kapoor, Pulkit Kapoor",None,0.0,early traction,2020-01-01
1591,Samunnati,2014,Chennai,Agriculture,Samunnati is a financial service provider focused on agri value chains.,Anil Kumar,responsAbility,0.0,others,2020-01-01
1592,WeInnovate Biosolutions,2016,Pune,Startup laboratory,Startup working dedicatedly in the area of healthcare-therapeutic solutions.,"Dr Milind Choudhari, Dr Prasad Bhagat, and Dr Anupama",Chiratae ventures,0.0,validation,2020-01-01
1593,Yummy Corp,2017,Tangerang,Food and Beverages,"Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.",Mario Suntanu,Palm Drive Capital,0.0,early traction,2020-01-01
1594,Smallcase,2015,Bangalore,Fintech,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath",Sequoia Capital India,0.0,early traction,2020-01-01
1595,Clairvolex,2006,San Francisco,Technology Startup,Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.,Manoj Pillai,JF Mauritius SPV,0.0,others,2020-01-01
1596,Assiduus,2010,Bangalore,Business-to-Business E-commerce,"Assiduus leverages its eCommerce experience to help build, grow and scale your brand on various eCommerce platforms",Somdutta Singh,VC Firm K Partners,0.0,early traction,2020-01-01
1597,Brinton,2014,San Francisco,Healthcare,Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.,ahul Darda,India Alternatives Private Equity Fund,0.0,others,2020-01-01
1598,AFK Gaming,2012,Mumbai,Entertainment,AFK Gaming is a media and entertainment and gaming company located in Mumbai.,Nishant Patel,None,0.0,early traction,2020-01-01
1599,Infarm,2013,Berlin,Agricultural Technology,Infarm builds and distributes highly efficient vertical farms throughout cities to grow fresh produce right in your neighbourhood.,"rez Galonska, Guy Galonska, Osnat Michaeli",Bonnier Ventures,0.0,early traction,2020-01-01
1600,Zuper,2016,Seattle,Software-as-a-Service,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,Vijay Narasiman,Gemba Capital,0.0,validation,2020-01-01
1602,Origa,2013,Andheri,Fintech,The charioteer of your growth at all times.,Shrirang Tambe,500 Startups,0.0,others,2020-01-01
1603,GullyBuy Software,2019,Pune,Technology Startup,To deliver a solution that will provide shopping convenience to every consumer in India,Shirish Deodhar,None,0.0,early traction,2020-01-01
1604,Recordent,2019,Hyderabad,Fintech,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,Harish Mamtani,None,0.0,validation,2020-01-01
1605,MPL,2018,Bangalore,Entertainment,Mobile Premier League is the mobile e-Sports platform based in India.,"Shubham Malhotra, Sai Srinivas",Base Partners,0.0,early traction,2020-01-01
1606,Penny,2020,iyadh,Software-as-a-Service,Offer various development solutions and mainly focus on helping startups,"Iyad Aldalooj, Majid Aldalooj, Mohammed Ibrahim",None,0.0,validation,2020-01-01
1607,Onsitego,2010,Mumbai,Customer service company,Onsitego is a customer service company for device and appliance repairs.,Kunal Mahipal,Accel,0.0,early traction,2020-01-01
1608,Precily,2017,San Francisco,Software-as-a-Service,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,Bharath Rao,Windrose Capital,0.0,validation,2020-01-01
1609,SmartClean,2017,Singapore,Technology Startup,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,"Abhishek Mishra, Kush Agarwal, Lav Agarwal, Stella Hu",Seeds Capital,0.0,early traction,2020-01-01
1610,ClanConnect,2016,Delhi,Marketing and Advertising,"AI-driven influencer marketing platform ClanConnect.ai, which helps brands make their campaigns more data and result-oriented","Kunal Kishore Sinha, Sagar Pushp",None,0.0,validation,2020-01-01
1611,Servify,2015,Mumbai,Service industry,Servify is a self-learning platform that provides device management services and warranty solutions.,Sreevathsa Prabhakar,Blume Ventures,0.0,early traction,2020-01-01
1612,ShareChat,2015,Bangalore,Social Media,ShareChat is a social networking and regional content platform.,"Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan",Lightspeed venture partners,0.0,early traction,2020-01-01
1613,Rephrase.ai,2018,Bangalore,AI,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,"Ashray Malhotra, Nisheeth Lahoti, Shivam Mangla",Techstars Bangalore Accelerator,0.0,validation,2020-01-01
1614,Melorra,2015,Bangalore,Jewellery,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace","Saroja Yeramilli, R Krishnakumar",Shadows Holdings,0.0,others,2020-01-01
1615,FabHotels,2014,Gurgaon,Hospitality,FabHotels is a network of 3 star budget hotels in India,"Adarsh Manpuria, Vaibhav Aggarwal",B Investments Pte. Ltd,0.0,early traction,2020-01-01
1616,EkAnek,2018,Delhi,Technology Startup,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,"Chandranshu Sinha, Kartik Sheth",Lightspeed India Partners,0.0,others,2020-01-01
1617,Cub McPaws,2018,Mumbai,Augmented Reality and AR/VR,Cub McPaws is a kids clothing brand.,"Shah, Abhay Bhat",Venture Catalysts,0.0,early traction,2020-01-01
1618,Zimyo,2018,Gurgaon,Human Resources and HR Technology,Employee experience platform that empowers organizations to manage and retain great talent!,"Ajay Kadyan, Kumar Mayank",Abhishant Pant,0.0,validation,2020-01-01
1619,PumPumPum,2018,Gurgaon,Automotive,Pumpumpum is a car rental company,"Tarun Lawadia, Sameer Kalra",None,0.0,others,2020-01-01
1620,Burgerama,2018,Gurgaon,Food and Beverages,Burgerama is a unit of Junket Foods Private Limited,Kabir Bose,Madison,0.0,early traction,2020-01-01
1621,Moms Co,2016,Gurgaon,HealthCare,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,"Malika Datt Sadani, Mohit Sadaani",DSG Consumer Partners,0.0,early traction,2020-01-01
1622,DillyHub,2018,Seoul,Media and Entertainment,A service that promotes and facilitates the works of independent comic artists,Ji Cheol Ryu,Kakao Ventures,0.0,validation,2020-01-01
1623,FPL Technologies,2019,Pune,Fintech,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,"Anurag Sinha, Rupesh Kumar, Vibhav Hathi",Matrix Partners India,0.0,early traction,2020-01-01
1624,FITTR,2016,Pune,Fitness startup,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,"Jitendra Chouksey, Sonal Singh, Jyoti Dabas, Bala Krishna Reddy, Rohit Chattopadhyay.",Surge,0.0,early traction,2020-01-01
1625,Illumnus,2018,Pune,Education Technology,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities","Akash Deep Singhal, Akshaya Singhal, Devashish Saxena, Gauri Dehnkar",23 High Networth Individuals (HNIs).,0.0,validation,2020-01-01
1626,CashKaro,2012,Gurgaon,Business-to-Business E-commerce,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,"ohan Bhargava, Swati Bhargava",atan Tata,0.0,early traction,2020-01-01
1627,Newton School,2019,Bangalore,Education Technology,Newton School is a platform to learn and develop skills,"Nishant Chandra, Siddharth Maheshwari",Nexus Venture Partners,0.0,validation,2020-01-01
1628,Airmeet,2019,Bangalore,Technology Startup,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge","Lalit Mangal, Manoj Singh, Vinay Kumar Jasti",Global Founders Capital,0.0,early traction,2020-01-01
1629,Observe ai,2017,San Francisco,Tech,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.","Akash Singh, Sharath Keshava Narayana, Swapnil Jain",01 Advisors,0.0,early traction,2020-01-01
1630,InCred,2016,Mumbai,Financial Services,"Provide loans for all your needs like personal loan for wedding, education loan, business loan",Bhupinder Singh,Pushpak Credit,0.0,others,2020-01-01
1631,Toppr,2013,Mumbai,Education Technology,Toppr is an Indian educational technology and online tutoring firm,"Zishaan Hayath, Hemanth Goteti",Kaizenvest,0.0,early traction,2020-01-01
1632,CarTrade,2009,Mumbai,Automotive,Buy and Sell Used Cars,Vinay Sanghi,Pincus,0.0,early traction,2020-01-01
1633,LEAD School,2012,Mumbai,Education Technology,Offers a high-end digital classroom system focused on enhancing the learning experience,"Sumeet Mehta, Smita Deorah",Westbridge Capital,0.0,early traction,2020-01-01
1634,Servify,2015,Mumbai,Manufacturing,"Enables top OEMs & ODMs in device distribution, sales, warranty",Sreevathsa Prabhakar,Blume Ventures,0.0,early traction,2020-01-01
1635,Lido Learning,2019,Mumbai,Education Technology,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ?",Sahil Sheth,BAce Capital,0.0,early traction,2020-01-01
1636,Apna.co,2019,Bangalore,Recruitment and Staffing,Can find all types of jobs from entry level to experienced people in over 60+ categories.,Nirmit Parikh,Lightspeed India,0.0,early traction,2020-01-01
1637,Quintype Technologies,2014,Bangalore,Tech,"Building a suite of digital publishing solutions to simplify content creation, distribution",Amit Rathore,IIFL Asset Management,0.0,early traction,2020-01-01
1638,Dunzo,2014,Bangalore,Tech,Order online and get free delivery from your nearby restaurants,"Kabeer Biswas, Ankur Agarwal, Dalvir Suri, Mukund Jha",Wes Schwalje,0.0,early traction,2020-01-01
1639,Entropik,2016,Bangalore,Artificial Intelligence,Gain insights into human emotions with AI-powered platform affect lab.,anjan Kumar,IDFC-Parampara Fund,0.0,early traction,2020-01-01
1640,Livspace,2014,Bangalore,Home Design,Interior design marketplace that connects interior designers,"Anuj Srivastava, Ramakant Sharma",Mercer Investments,0.0,early traction,2020-01-01
1641,Ultraviolette Automotive,2015,Bangalore,Automation,Industries Automotive Electric Vehicle Energy Energy Storage,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company,0.0,early traction,2020-01-01
1642,WinZO,2016,Delhi,Gaming,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,"Paavan Nanda, Saumya Singh Rathore",Makers Fund,0.0,early traction,2020-01-01
1643,SenseHawk,2016,Bangalore,Solar SaaS,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,"Swarup Mavanoor, Rahul Sankhe",alcon Edge Capital,0.0,early traction,2020-01-01
1644,Railofy,2019,Mumbai,WL & RAC protection,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,"ohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi",Chiratae Ventures.,0.0,validation,2020-01-01
1645,Eloelo,2020,Bangalore,Social Media,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.","Saurabh Pandey, Akshay Dubey",None,0.0,validation,2020-01-01
1646,Aibono,2014,Bangalore,Agricultural Technology,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,Vivek Rajkumar,Menterra Venture Advisors,0.0,early traction,2020-01-01
1647,BuildPan,2019,Indore,Software-as-a-Service,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.","Sonal Dandotia, Shantanu S, Virendra Chouhan, Vaibhav Tiwari",Sunil Kumar Singhvi,0.0,validation,2020-01-01
1648,Homelane,2014,Bangalore,Home interior services,Explore 1000's of fully customizable home interior designs.,"ama Harinath, Srikanth Iyer",Accel Partners,0.0,others,2020-01-01
1649,MyGlamm,2015,Mumbai,Fashion and Lifestyle,Buy Makeup kit & Cosmetics Products from international makeup brand,Darpan Sanghvi,Bessemer Venture Partners,0.0,early traction,2020-01-01
1650,Aviom,2016,Delhi,Financial Services,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,Kajal Ilmi,Insitor Partners,0.0,others,2020-01-01
1651,Flinto,2013,Chennai,Education Technology,Flintobox is an India-based company that produces educational activity boxes for children,"Arunprasad Durairaj, Vijaybabu Gandhi, Shreenidhi Srirangam",Sinai Ventures,0.0,early traction,2020-01-01
1652,WayCool,2015,Chennai,Agricultural Technology,WayCool is a social enterprise positively impacting the lives of India's farmers,"Karthik Jayaraman, Sanjay Dasari",MO,0.0,early traction,2020-01-01
1653,YAP,2014,Chennai,API platform,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,"Madhusudanan R, Prabhu ",Jitendra Gupta,0.0,early traction,2020-01-01
1654,Big Bang Boom Solutions,2018,Chennai,Deep Technology,It aims to co-create intellectual property that can reside within the borders of the country.,"Dr. R. Shivaraman, Praveen Dwarakanath",Mumbai Angels,0.0,early traction,2020-01-01
1655,GUVI,2014,Chennai,Education Technology,Operates vernacular-language based education tech startup,Arun Prakash,CBA Capital,0.0,early traction,2020-01-01
1656,BluSmart,2019,Gurgaon,Electricity,"BluSmart, an all-electric ride-hailing platform","Anmol Singh Jaggi, Punit K Goyal",Kalpavriksh,0.0,early traction,2020-01-01
1657,Cell Propulsion,2017,Bangalore,Automotive,Designs and develops electric power drives and autonomous electric mobility solutions,"Nakul Kukar, Paras Kaushal, Supratim Naskar",growX ventures,0.0,early traction,2020-01-01
1658,MPL,2018,Bangalore,Entertainment,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,"Sai Srinivas Kiran Garimella, Shubham Malhotra",Sequoia Capital India,0.0,early traction,2020-01-01
1659,Spoonshot,2015,Bangalore,FMCG,A food science company using AI to predict consumer taste and food trends,"Kishan Vasani, Sai Sreenivas Kodur",SRI Capital,0.0,validation,2020-01-01
1660,Pulse,2015,Mumbai,Fintech,Helps people navigate through and profit off financial markets,"Amit Dhakad, Hiral Jain",None,0.0,early traction,2020-01-01
1661,Groww,2016,Bangalore,Fintech,Leading Investment and Trading Platform,"Lalit Keshre, Harsh Jain, Neeraj Singh, Ishan Bansal",Y Combinator,0.0,early traction,2020-01-01
1662,i3 Systems,2016,Mumbai,Insurance Tech,Transforming India's health insurance industry with its digital solutions and AI products for automation,"Dr Mallesh Bommanahal, Varzavand Batliwala",Hatanaka Yosuke,0.0,early traction,2020-01-01
1663,SOAL,2017,Mumbai,Education Technology,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders","Pratik Agarwal, Raj Desai, Varsha Bhambhani",KrishNone Menon,0.0,early traction,2020-01-01
1664,OckyPocky,2015,Gurgaon,Education Technology,Ockypocky helps kids in learning spoken english,Amit Agrawal,SucSEED Venture Partners,0.0,validation,2020-01-01
